prompt,prompt_len,target
These objections killed the proposal.,7,1
It will take years for the Mersey to clean.,11,1
Jason would prefer for Medea to have cursed Agamemnon.,11,1
The socks are ready for it to be planned for you to put on.,16,0
I weighed the package ten pounds.,8,0
Who did Jason think Medea had poisoned?,9,1
Brown equipped Jones a camera.,7,0
The cook boned the fish of its backbone.,11,0
That barn has seven pine trees behind the cow.,11,0
Make yourself comfortable and I got sick.,9,0
They promised it to rain.,7,0
Brenda chatted Molly.,5,0
Terry touched Bill's shoulder.,8,1
The man holding the bottle disappeared.,8,1
"It is important for the more you eat, the more careful you to be.",17,0
This actress must play in this movie and she will play in this movie.,16,1
The boy whose we elected guardian's guardian's employer president betrayed us.,17,0
Wickham eloped with Lydia.,8,1
"You get angrier, the more we eat, don't you.",16,1
Which hat do you believe that she never wore?,11,1
And it was this matter on which I consulted with the chairman of the Select Committee.,18,1
I believe that the problem is not easy to be obvious.,13,0
Paula hit the fence with the stick.,9,1
They heard John's criticism of each other.,11,0
Ellen talked Helen.,5,0
The handle detached from the box.,8,0
Every boy has any potatoes.,7,0
Bruce loved and Kelly hated phonology class.,10,1
A pilot must be flying this plane.,9,1
Mary appreciates only John and herself.,8,1
The train reached the station fully.,8,1
Harriet interconnected the pieces.,6,1
Which ode did which poet write?,8,1
"A policeman walked in at 11, and at 12, a fireman.",19,1
Martha slowly descended the stairs.,7,1
The fence straddles the sidewalk.,9,1
John believes that him is sick.,8,0
Fruit dropped from the tree from the clouds.,10,0
The mouse was chased by the cat.,9,1
I don't know that to agree with him or not.,14,0
Fred knows which politician for Karen to vote for.,11,0
A bear occupies the cave.,7,1
The clown was amusing to the children.,9,1
I am angrier than sad.,8,0
Gilgamesh seek may Ishtar,7,0
A loud cry echoed through the hall.,9,1
Owners of a pig loves to eat truffles,9,0
John convinced it to be obvious that Bill left.,11,0
Reports the height of the lettering on the covers of which the government prescribes should be abolished.,19,1
I promised that tomorrow he would be there.,10,1
Ten pounds was weighed by the package.,9,0
Paula hit Deirdre on the back.,9,1
Someone from every city hates it.,8,1
"They said that Tom would pay up, and pay up he will.",15,1
He has will seeing his children.,8,0
The farm finally got to John after much litigation.,11,1
Fanny was delighted by the idea that she could subscribe to a library.,15,1
More than two students attended every seminar.,9,1
The apple was bitten by John.,8,1
Gerry became quite conservative.,6,1
It is order one first that you should do first.,12,0
Every cat doesn't like mice.,9,1
The more food Mary knows a man that eats the poorer she gets.,15,0
few evidence was provided.,6,0
I believe that the sun was out.,9,1
Mary considered his to have loved her.,9,0
I was hunting game.,6,1
I raw eat fish drunk.,7,0
The war clung the child to her mother.,10,0
They have no old.,6,0
Goes John to school?,6,0
Which packages is it possible that Sam didn't pick up which are to be mailed tomorrow?,20,1
I brought John a razor to shave himself with.,11,1
The pig grunts,5,1
Which city and to which conference did Bill go to?,12,0
Any lion is rare.,6,0
Gilgamesh has not been reading the cuneiform tablets,11,1
Ellen talked Helen.,5,0
"They let him go yesterday, him.",9,0
Ellen warned to Helen.,6,0
I might ate deep fried muffins.,8,0
She turned down his offer.,7,1
Willy is taller than Bill by as much as I know a boy who thinks that Bill is taller than Dan.,23,0
Mark terrified me with his single mindedness.,10,1
There stabbed an animal.,6,0
Herman mixed the eggs and the cream together.,10,1
Pat remembered the appointment and that it was important to be on time.,15,1
I wonder whether Mary has worked for Microsoft.,10,1
This book reads well.,6,1
I watched the Indians who the man who had been my advisor in my freshman year had advised me to study when I got to Utah talk.,29,0
The spoon ate the ice cream.,8,0
The time elapsed slowly.,6,1
To him presented itself a wonderful opportunity.,9,0
Few writers and any playwrights meet in Vienna.,11,0
That he is clever is eager to be obvious.,11,0
Miss Bates can chatter on for hours.,9,1
and index values of the subject and the main verb.,12,1
Did you notice of which difficulties she made light?,11,0
"They opened, closed the door.",8,1
They have no went.,6,0
What kind cf parakeets are they investigating all people owning?,14,0
What table will he put the chair between some table and?,13,0
I admired him for his honesty.,8,1
John is happy about the outcome.,8,1
The audience watched the movie.,7,1
The White Rabbit vanished his watch.,8,0
To whom I gave the cake is John.,10,0
I won't have any money.,9,1
Ellen conferred for Helen to come.,8,0
I lent the book all the way to Tony.,11,0
Jerry has a blemish on the end of his sister's nose.,15,0
Brenda and Molly chatted.,6,1
I shaped a loaf from the dough.,9,0
The motorist happened the accident.,7,0
I am angrier than sad.,8,0
"The more that pictures of himself appear in the news, the more likely John is to get arrested.",21,0
John is likely to appear that he will win the game.,13,0
He walked right the wall.,7,0
The monkeys seem want to leave the meeting.,10,0
A cat jumped on the table.,8,1
My brother likes collecting jazz records.,8,1
The books put on the table easily.,9,0
"His expectations lower, the higher the stakes are.",11,0
Humans love to eat some disgruntled old pigs in those ditches.,13,1
Am not I going?,6,0
John received a book.,6,1
"The dumplings which Sasha is gobbling down faster than I can reheat them are extremely tasty, if I do say so.",26,1
My nephew could write letters the postcards to his parents.,12,0
Each student speaks two languages.,7,1
Tony broke the wall with the cup.,9,0
We peered at the baby.,7,1
"Fluffy is sick, which few people realize.",10,1
Jerry has a blemish on the end of his sister's nose.,15,0
Here's a pole for you to kiss the girl who tied the string around.,18,0
Smith inscribed his name over the door.,9,1
On which bed does Tom sleep?,8,1
She said that into the room came Aunt Norris.,11,1
We believed there to try to leave the country.,11,0
Genie intoned the prayer,6,1
Sam may have been being interrogated by the FBI.,11,1
We were wondering who did you meet at the conference.,12,1
John has forgotten which player his son shouted at.,11,1
The secretary transcribed the record with the speech.,10,0
Heather cabled the news to Sara.,9,1
There is too likely to be a riot to be a serious discussion of the issues.,18,0
There ran many people.,6,0
We contributed our paycheck to her.,8,1
Mary always prefers lemons to limes.,8,1
We rummaged important documents in the drawer.,11,0
Kim must baked a cake.,7,0
John knew that there would be a picture of himself hanging in the post.,16,1
I deny that that Bob has some money is certain.,12,0
I brought a razor to shave himself with.,10,0
That the girl put a picture there proves her guilt.,12,1
John sang a carol.,6,1
"Handsome though I know several boys who are, I'm still going to marry Herman.",19,0
"The harder it rains, the faster who runs?",11,0
Any soldier should be prepared to die for her country.,12,1
"The pictures of Bill, she put on your desk.",12,1
The horse kicked Penny in the shin.,9,1
"The earth is flat, but will all those who don't believe it please raise their hands?",21,1
Did Captain Wentworth write a letter to Anne Elliott?,11,1
John wants him to leave.,7,1
Half the doctor that Maxwell's father was sat down.,13,0
Many soldiers have claimed bottled water satisfies thirst best.,11,1
That was a rude remark and in very bad taste.,12,1
There's anything Mary could desire in this store.,12,1
What I said that was we would go.,10,0
Kim has wondered that Gary stayed in the room.,11,0
The cat ate the spider.,7,1
"What dl,d John fall asleep and Bill wear?",12,0
The ship sank beneath the waves.,8,1
I didn't help him because I have any sympathy for urban guerillas.,17,1
Aphrodite said he would free the animals and free the animals he will,15,1
She mumbled her adoration.,6,1
"I will, if I can work on it.",11,0
I had to bulge the bag with groceries.,10,0
She thought it was likely that everyone to fit into the car.,14,0
This girl in the red coat will eat her breakfast before tomorrow and put a picture of Bill on your desk before tomorrow.,25,1
Jessica sprayed paint over the table.,8,1
Confiscate any of this liquor.,9,0
Were you surprised that he stole the watch?,10,1
I have John's to grade paper.,10,0
Mary considers John proud of her.,8,1
Lora buttered the toast.,8,1
I'm sadder than I'm angry.,12,0
The man arrived on the train was my brother.,11,0
I don't give a darn.,9,1
I ate a mango and Gillian did too.,10,1
I am drinking lemonade and eating a brownie.,10,1
The tub filled with water.,7,1
We spent yesterday cooking.,6,1
It was kissed the puppy.,7,0
To whom I gave the cake is John.,10,0
What the gloves and were on the table was this hat.,13,0
The more people I ask what he will give to the more he reads.,16,0
The girl he met at the departmental party will very surely call him.,15,1
I won't reveal the place.,9,1
John seems to be honest.,7,1
They made him to exhaustion.,7,0
Who is it that Mary likes?,8,1
Gilgamesh didn't fly the broomstick.,11,1
That Jean left is reluctant.,7,0
The mother of the boy and the girl is arriving soon.,13,1
She has enough of problems as it is.,10,0
Mary should buy some flowers some bread.,9,0
When did he say that he was fired?,10,1
Joan plays and sings folk songs a wonderful old guitar from Spain.,14,0
Does John have gone to the library?,9,0
"That John passed surprised her, didn't it?",12,1
We rummaged in the drawer for important documents.,12,1
Gwen looked at a fire truck.,8,1
"Handsome though I believe that Dick is, I'm still going to marry Herman.",18,1
Ellen and Helen talked.,6,1
It is likely that John will leave.,9,1
Would not the men enjoy that?,8,0
The box contained the ball to the ground.,10,0
I sensed the eagerness in him.,8,1
Gilgamesh didn't fly the broomstick.,11,1
"Jerry wouldn't read a book by Babel, but Meryl has done so and it was pretty good.",23,1
Aunt Mary made the boys all a good mother.,11,0
Is Mary running the marathon?,7,1
Which politician appointed the journalist who supported him?,10,1
John locked Fido in the garage and Mary did so in the room.,16,0
"Who would Poseidon run away, if the executioner murdered?",13,0
There arrived three men at the palace.,9,0
Which man did you talk?,7,0
We donated a chopper to the new hospital,9,1
They stood the statue on the pedestal.,9,1
I saw enough of the fool to be convinced.,11,1
Cynthia gobbled at the pizza .,8,0
John's I stole bike.,8,0
Mary considers John proud of herself.,8,0
There is a hole in John's quilt's upper right-hand corner.,18,0
Carla poured the pitcher with lemonade.,8,0
